c1                                                                                op21                                                                              c2                                                                                op23                                                                              c3                                                                                count
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             118
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              118
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         118
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             118
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        118
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        118
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        118
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         118
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              118
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              118
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E21_Person                                        91
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E21_Person                                        91
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         91
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          91
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             69
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             69
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    59
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    59
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        59
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        59
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              59
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              59
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         58
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E39_Actor                                         58
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E39_Actor                                         58
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          58
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         55
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              55
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         55
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        55
http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E12_Production                                    http://erlangen-crm.org/current/P14_carried_out_by                                http://erlangen-crm.org/current/E40_Legal_Body                                    52
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    43
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             43
http://erlangen-crm.org/current/E22_Man-Made_Object                               http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E22_Man-Made_Object                               42
http://erlangen-crm.org/current/E30_Right                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P104_is_subject_to                                http://erlangen-crm.org/current/E30_Right                                         42
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         36
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             36
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             33
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        33
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        33
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              33
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              33
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             33
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             33
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             33
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             19
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E82_Actor_Appellation                             19
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        19
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P131_is_identified_by                             http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              19
http://erlangen-crm.org/current/E55_Type                                          http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E33_Linguistic_Object                             http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E40_Legal_Body                                    12
http://erlangen-crm.org/current/E53_Place                                         http://erlangen-crm.org/current/P7_took_place_at                                  http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P7_took_place_at                                  http://erlangen-crm.org/current/E53_Place                                         12
http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P129_is_about                                     http://erlangen-crm.org/current/E33_Linguistic_Object                             http://erlangen-crm.org/current/P2_has_type                                       http://erlangen-crm.org/current/E55_Type                                          12
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             10
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         10
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E21_Person                                        10
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         9
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    9
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         7
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        7
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         7
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             7
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             7
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             7
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             7
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         7
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        7
http://erlangen-crm.org/current/E82_Actor_Appellation                             http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         7
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    6
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              6
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         6
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        6
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        6
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        6
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        6
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              6
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              6
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              6
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E64_End_of_Existence                              6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    6
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    6
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         6
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        6
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P93i_was_taken_out_of_existence_by                http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E74_Group                                         http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         6
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E42_Identifier                                    6
http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E39_Actor                                         5
http://erlangen-crm.org/current/E39_Actor                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E38_Image                                         http://erlangen-crm.org/current/P138_represents                                   http://erlangen-crm.org/current/E21_Person                                        5
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E63_Beginning_of_Existence                        4
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         4
http://erlangen-crm.org/current/E67_Birth                                         http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E64_End_of_Existence                              4
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         4
http://erlangen-crm.org/current/E63_Beginning_of_Existence                        http://erlangen-crm.org/current/P98i_was_born                                     http://erlangen-crm.org/current/E21_Person                                        http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E64_End_of_Existence                              4
http://erlangen-crm.org/current/E42_Identifier                                    http://erlangen-crm.org/current/P48_has_preferred_identifier                      http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E69_Death                                         4
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P1_is_identified_by                               http://erlangen-crm.org/current/E82_Actor_Appellation                             4
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E63_Beginning_of_Existence                        4
http://erlangen-crm.org/current/E69_Death                                         http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P92i_was_brought_into_existence_by                http://erlangen-crm.org/current/E67_Birth                                         4
http://erlangen-crm.org/current/E64_End_of_Existence                              http://erlangen-crm.org/current/P100i_died_in                                     http://erlangen-crm.org/current/E40_Legal_Body                                    http://erlangen-crm.org/current/P107i_is_current_or_former_member_of              http://erlangen-crm.org/current/E74_Group                                         4
